YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2023,Angelica,In-Ground,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,Yes,No,Not sure,Yes,Yes,I was MORE physically active because of the garden,,About garden,,she has taught me a lot,,,Take care of them,Yes,No,"Yes, 13-17 years",Their interest didn't change,,No,I was busy,I would like you to make me another box for more vegetables,,
2023,Kathy,Accessible Raised Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,,"I am interested, when to start centering chili seeds.",,She is very communicative and friendly.,,,Watering my garden with my grandchildren,Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,"That they could teach us how to collect rainwater, and get barrels for water.",,
2023,Angelica,Accessible Raised Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,A workshop on preserving vegetables in glass jars would be very good,,,,,Sharing time and working together cleaning the garden and harvesting,Yes,No,"Yes, 13-17 years",Their interest increased,,Yes,,"This year they did not share boxes with egg oil, they only shared vegetables, the oil was avocado, the egg is organic",,
2023,Isabel,Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,Yes,Yes,,No,Yes,No,Yes,Yes,I was MORE physically active because of the garden,,Have a workshop directly in a garden,,,,,I had a good harvest,Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,Have a workshop in a garden,,
2023,Isabel,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,Yes,Yes,,No,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,All workshops are good,,She's kind,,,This year I had a good harvest,Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,"Real, more direct help for participants",,
2023,Isabel,In-Ground,,Yes,Nothing grew,No,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,Yes,Stay the same as before I had my garden,,"About the land, how can we help the land more so that it produces good fruit?",,,,,The hope of what would bear fruit,Yes,No,"Yes, 6-12 years",Their interest didn't change,,No,I was busy,A class in the garden,,
2023,Isabel,Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,The workshops they give are very good,,,,,When I had to grow my vegetables,Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,"How to make cleaning liquids with aromatic herbs,
Or essential oil for the body",,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Stayed the same,,Yes,No,Yes,Not sure,Not sure,I was MORE physically active because of the garden,,Whichever one you want because I don't have much knowledge,,"Well, let him motivate us more, call us more often.",,,"What we ate, a lot of tomatoes since we like quite a few in the house.",Yes,Yes,"Yes, 6-12 years, Yes, 13-17 years",Their interest didn't change,,Yes,,More workshops.,,
2023,Isabel,Containers,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,They were all very complete.,,Being more in communication motivates me,,,I was more motivated.,Yes,Yes,No,Their interest increased,,Yes,,Let Isabel call me. White,,
2023,Isabel,In-Ground,,Yes,,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,Yes,No,Yes,Yes,I was MORE physically active because of the garden,,Tayeres that have been given are good to be more in cunu,,to grow my tomatoes and tomotillos,,,I get motivated,Yes,Yes,"Yes, 13-17 years",Their interest increased,,Yes,,The workshops are good,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,No,Yes,No,Yes,Yes,I was MORE physically active because of the garden,,The tayeres they give are good,,"My relationship is very close to her, I liked everything",,,Being able to eat healthier,Yes,Yes,"Yes, 13-17 years",Their interest increased,,Yes,,"More classes, I would like to know how to can vegetables.",,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I would like classes on how to prepare oils or remedies that can be cooked.,,et me do more workshops.,,,I like all.,Yes,Yes,"Yes, 6-12 years, Yes, 13-17 years",Their interest increased,,Yes,,More workshops.,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I would like to learn how to make oils.,,,,,I was more motivated.,Yes,Yes,"Yes, 6-12 years, Yes, 13-17 years",Their interest increased,,Yes,,More classes,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,No,Yes,No,Yes,I was MORE physically active because of the garden,,How to make fruit preserves,,She is very willing.,,,My therapy and my self-esteem boost,Yes,Yes,"Yes, 13-17 years",Their interest didn't change,,Yes,,Canning classes.,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I would like workshops on how to make oils and remedies that can be stored for a long period of time.,,"she is a person who ensures that the group understands the issues of planting and harvesting, she gives tools, plants and seeds to grow a healthy garden.",,,All.,Yes,Yes,"Yes, 6-12 years, Yes, 13-17 years",Their interest increased,,Yes,,How to plant fruit trees in pots and different plants than those grown this year.,,
2023,Isabel,Accessible Raised Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,,how to plant and grow sweet potato,,"Very good, she always helps me a lot",,,Collecting the vegetables and putting them in suitable containers to use them at the right time and save money on buying expensive store products and from my garden are consumed fresh.,Yes,Yes,"Yes, 6-12 years, Yes, 13-17 years",Their interest increased,,Yes,,I don't know,,
2023,Carolina,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,No,Yes,I was MORE physically active because of the garden,,I don't know,,,,,My 5 year old daughter learned a lot,Yes,Yes,Yeah; Children under 5 years,Their interest increased,,No,I was busy,I do not know yet,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I do not know yet,,"Very nice, Isa is very kind and communicates very well",,,Raise the harvest,Yes,Yes,Yeah; Children under 5 years,Their interest increased,,Yes,,Community garden,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Stayed the same,Stayed the same,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Growing and cooking techniques,,Very good and friendly,,,outside,Yes,Yes,"Yes, 6-12 years",Their interest increased,,No,I was busy,Recipes for the foods we grow,,
2023,Isabel,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Garden food recipes,,"Excellent at communicating more, call me more often.",,,My health,Yes,Yes,"Yes, 13-17 years",Their interest increased,,Yes,,Send me delicious recipes.,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I want to learn more about how to grow my vegetables.,,,,,Of me going to harvest.,Yes,Yes,"Yeah; Under 5 years old, Yes, 6-12 years old, Yes, 13-17 years old",Their interest didn't change,,Yes,,Send me healthy food recipes,,
2023,Isabel,Accessible Raised Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I would love to know how to package my vegetables.,,,,,I am very excited when I see the first fruits of my work.,Yes,Yes,No,I don't have children,,No,I was busy,More workshops.,,
2023,Isabel,Lead Free Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Stayed the same,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Healthy food workshops.,,,,,Raise my harvest.,Yes,Yes,No,I don't have children,,Yes,,N/a,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Stayed the same,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,,How to store in brine,,,,,Seeing the plants grow and the good knowledge of my organizer,Yes,Yes,"Yes, 6-12 years",Their interest increased,,No,I was busy,More vegetables and more fruits,,
2023,Isabel,In-Ground,,Yes,If you enjoy,Yes,Yes,Stay the same as before I had my garden,,,,,,,,No,No,,No,No,No,No,No,Stay the same as before I had my garden,,I would like to know how to ingest lemon plants because I find it interesting.,,My relationship with Mrs. Isabel is that of a friend. She helps me with everything.,,,Dad's little eyes,Yes,No,No,I don't have children,,No,I never received an invitation,"Let all the people, who have their plot, work helping to clean, because we all benefit from everything we harvest.",,
2023,Isabel,Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,No,I was MORE physically active because of the garden,,"Learn more about other types of plants, what benefits they have and plant them in the garden.",,,,,"The flowers, very beautiful, the pumpkins.",Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,How to learn to sow the seed,,
2023,Camilo,Lead Free Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Any workshop where you can learn something different,,Informing me of all the help,,,cutting fruit,Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,More help,,
2023,Angelica,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,No,Yes,No,Yes,I was MORE physically active because of the garden,,How to put the plants,,,,,"See Grow my plants""",Yes,Yes,"Yes, 6-12 years",Their interest increased,,Yes,,"More variety like garlic, onions, papalos, avas!",,
2023,Camilo,Lead Free Bed,,Yes,I didn't enjoy farming,No,Yes,I went to food pantries and received emergency food boxes MORE often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,The ones there are,,"I like him very much, he supports me a lot.",,,relax,Yes,No,No,Their interest increased,,No,I never received an invitation,More workshops to learn more.,,
2023,Isabel,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,I'm waiting for the creams and oils.,,"Friendly, reliable and very communicative.",,,Grow my tomatoes.,Yes,Yes,No,I don't have children,,Yes,,More variety of seeds.,,
2023,Angelica,Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,How to scare away rodents from eating vegetables.,,,,,Harvest,Yes,No,"Yes, 6-12 years, Yes, 13-17 years",Their interest increased,,Yes,,that bear fruit trees,,
2023,Angelica,Accessible Raised Bed,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,About how to water plants and fertilize them,,,,,May everything you sow be achieved,Yes,No,No,I don't have children,,Yes,,"nothing, everything is fine",,
2023,Angelica,In-Ground,,No,I moved from home,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,No,Yes,No,No,Yes,I was MORE physically active because of the garden,,How to grow vegetables in small spaces,,but I would like to have more invitations to learning workshops,,,I had to grow in pots and it is not the same,Yes,Yes,Yeah; Children under 5 years,Their interest increased,,No,I couldn't attend due to technology reasons.,How to water efficiently to save water.,,
2023,Angelica,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,"How to grow broccoli, celery and other plants.",,,,,The time to gather the harvest,Yes,No,No,I don't have children,,Yes,,that offered fruit trees,,
2023,Angelica,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,pest workshop,,,,,harvest many chilies,Yes,No,"Yes, 6-12 years",Their interest increased,,Yes,,Who gives us more tomatoes but Rome,,
2023,Angelica,Containers,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,a workshop on how to ingest trees,,,,,that I ate cucumbers and tomatoes,Yes,No,Yeah; Children under 5 years,Their interest increased,,Yes,,to distribute the plants sooner,,
2023,Angelica,Community Garden,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,how to fertilize plants,,,,,that I grow my own organic vegetables [I loved that,Yes,No,Yeah; Children under 5 years,Their interest increased,,No,I was busy,n/a,,
2023,Angelica,In-Ground,,No,for a family loss,Yes,Stayed the same,Stay the same as before I had my garden,,,,,,,,Stayed the same,Stayed the same,,No,No,No,No,No,Stay the same as before I had my garden,,At the moment I don't want to talk about that,,,,,n/a,No,Yes,"Yes, 13-17 years old, No",Their interest didn't change,,No,I was busy,the plants sooner,,
2023,Angelica,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,How to prune trees,,,,,eat fresh and organic vegetables,Yes,No,No,I don't have children,,No,I was busy,More people participating.,,
2023,Angelica,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,Pest prevention workshops,,They’re doing more than enough and being awesome!,,,Have a successful production.,Yes,No,"Yes, 6-12 years",Their interest increased,,Yes,,They’re doing it all,,
2023,Cat,In-Ground,,Yes,,No,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,"How to care for food and flowers in the garden, how to keep pests away, how to water properly, troubleshooting issues, etc.",,N/A,,,"Seeing the garden bed install, seeing tomatoes, cucumbers and peppers come to life after we started them from seed!",No,Yes,"Yes, Age 6-12",Their interest increased,,No,I never received an invite to a workshop,N/A,,
2023,Cat,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Stayed the same,,No,No,Yes,Yes,Not sure,I was MORE physically active because of the garden,,How to take care of plants,,My community organizer has been wonderful and has offered a lot of support.,,,I love the whole experince,No,Yes,"Yes; Under 5, Yes, Age 6-12",Their interest increased,,No,I was too busy to attend,I am open to all programming. It has really benefited me and my family and our access to healthy food.,,
2023,Cat,In-Ground,,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,I was MORE physically active because of the garden,,"More workshops on caring for your garden, more workshops on the best ways to store produce from your garden, healthy easy recipes and how to prevent bugs/animals/etc from coming into your garden and eating the produce.",,Do not know,,,"Being more active, spending more time outdoors, teaching my daughter what I learned and seeing my produce grow and be able to give my family healthier meals with them.",Yes,Yes,"Yes, Age 13-17",Their interest increased,,Yes,,Help me to save my plants and garden from winter and freeze them,,
2023,Kathy,Accessible Raised Bed,,Yes,,Yes,Yes,Stay the same as before I had my garden,,,,,,,,Yes,Yes,,Yes,No,Yes,Yes,Yes,I was MORE physically active because of the garden,,I am not sure,,I believe that my community organizer already does a great job supporting me so I would suggest anything else,,,When I saw the plant growing,Yes,No,"Yes; Under 5, Yes, Age 6-12",Their interest increased,,No,I was too busy to attend,More seed options,,
